Ward,RequestType,CrimeType,Correlation,UselessData
30,2,8,4.00E-01,-0.01271581
31,2,2,5.96E-01,0.036969781
31,2,3,4.51E-01,0.000366499
31,2,4,2.09E-01,-0.060776771
31,2,1,4.56E-01,0.001530886
31,2,9,3.42E-01,-0.027318855
31,2,6,5.55E-01,0.026456994
31,2,5,4.17E-01,-0.008246322
31,2,7,4.13E-01,-0.009419151
31,2,8,3.89E-01,-0.015292127
32,2,2,6.13E-01,0.04119619
32,2,3,5.79E-01,0.03259953
32,2,4,1.44E-01,-0.077372184
32,2,1,6.64E-01,0.054178778
32,2,9,3.36E-01,-0.028769583
32,2,6,7.74E-01,0.082030112
32,2,5,3.51E-01,-0.025062888
32,2,7,4.10E-01,-0.010182277
32,2,8,4.77E-01,0.006735651
33,2,2,3.67E-01,-0.02090284
33,2,3,3.10E-01,-0.035435405
33,2,4,4.93E-01,0.010907718
33,2,1,5.01E-01,0.012842609
33,2,9,4.12E-01,-0.009564056
33,2,6,6.36E-01,0.04706936
33,2,5,4.97E-01,0.011898495
33,2,7,4.27E-01,-0.005875898
33,2,8,3.19E-01,-0.033196448
34,2,2,5.22E-01,0.018253197
34,2,3,4.17E-01,-0.008352478
34,2,4,4.59E-01,0.002390787
34,2,1,6.32E-01,0.046097358
34,2,9,6.34E-01,0.046576005
34,2,6,7.79E-01,0.083317527
34,2,5,4.64E-01,0.00345433
34,2,7,2.90E-01,-0.040375896
34,2,8,3.12E-01,-0.034766096
35,2,2,4.72E-01,0.005565234
35,2,3,4.26E-01,-0.006087282
35,2,4,3.76E-01,-0.018676665
35,2,1,7.31E-01,0.071131025
35,2,9,5.97E-01,0.037173947
35,2,6,5.51E-01,0.025643764
35,2,5,4.17E-01,-0.008389784
35,2,7,4.48E-01,-0.000547805
35,2,8,2.49E-01,-0.050706188
36,2,2,5.92E-01,0.036044351
36,2,3,5.67E-01,0.029652927
36,2,4,3.08E-01,-0.035785768
36,2,1,9.14E-01,0.117329738
36,2,9,6.84E-01,0.059060536
36,2,6,4.75E-01,0.006301123
36,2,5,5.06E-01,0.014118473
36,2,7,5.77E-01,0.032189925
36,2,8,3.48E-01,-0.025834795
37,2,2,4.46E-01,-0.001039119
37,2,3,1.86E-01,-0.066770415
37,2,4,3.33E-01,-0.029581363
37,2,1,3.99E-01,-0.012817859
37,2,9,5.97E-01,0.037247678
37,2,6,6.39E-01,0.047685129
37,2,5,5.48E-01,0.024814108
37,2,7,4.31E-01,-0.004870093
37,2,8,3.85E-01,-0.01636237
38,2,2,6.38E-01,0.047678619
38,2,3,5.12E-01,0.015676281
38,2,4,3.20E-01,-0.032959376
38,2,1,6.01E-01,0.038149637
38,2,9,3.89E-01,-0.015269148
38,2,6,7.99E-01,0.08820425
38,2,5,4.43E-01,-0.001794213
38,2,7,5.41E-01,0.023143867
38,2,8,3.81E-01,-0.017319545
39,2,2,6.78E-01,0.057734817
39,2,3,6.21E-01,0.04337837
39,2,4,2.76E-01,-0.043888238
39,2,1,6.89E-01,0.06044964
39,2,9,4.74E-01,0.006137756
39,2,6,5.24E-01,0.018642389
39,2,5,3.95E-01,-0.013980897
39,2,7,3.81E-01,-0.017437344
39,2,8,4.61E-01,0.002742675
40,2,2,7.49E-01,0.075555331
40,2,3,7.09E-01,0.065556889
40,2,4,4.27E-01,-0.005814638
40,2,1,5.46E-01,0.024171032
40,2,9,5.88E-01,0.03489751
40,2,6,3.90E-01,-0.015128023
40,2,5,6.35E-01,0.046834992
40,2,7,4.74E-01,0.006064312
40,2,8,4.46E-01,-0.001009059
41,2,2,3.33E-01,-0.029488687
41,2,3,6.84E-01,0.059169178
41,2,4,2.49E-01,-0.050696661
41,2,1,6.28E-01,0.044943569
41,2,9,4.80E-01,0.007551885
41,2,6,7.61E-01,0.078757265
41,2,5,6.84E-01,0.059074821
41,2,7,5.33E-01,0.021074909
41,2,8,3.62E-01,-0.022098702
42,2,2,5.63E-01,0.02865123
42,2,3,4.45E-01,-0.00129825
42,2,4,2.95E-01,-0.039060848
42,2,1,4.27E-01,-0.005779004
42,2,9,3.08E-01,-0.035946006
42,2,6,4.94E-01,0.011167883
42,2,5,3.89E-01,-0.015434707
42,2,7,3.85E-01,-0.016396576
42,2,8,4.04E-01,-0.01168023
43,2,2,5.03E-01,0.013437934
43,2,3,5.02E-01,0.013297698
43,2,4,1.58E-01,-0.073727626
43,2,1,4.14E-01,-0.008979945
43,2,9,5.05E-01,0.014055813
43,2,6,5.09E-01,0.014933087
43,2,5,2.39E-01,-0.053192981
43,2,7,4.31E-01,-0.004814057
43,2,8,5.53E-01,0.026003857
44,2,2,3.65E-01,-0.021371873
44,2,3,3.05E-01,-0.036710345
44,2,4,1.32E-01,-0.080486399
44,2,1,2.51E-01,-0.050200103
44,2,9,3.69E-01,-0.020376437
44,2,6,3.87E-01,-0.015958314
44,2,5,3.55E-01,-0.024009641
44,2,7,5.85E-01,0.034089553
44,2,8,5.22E-01,0.018311675
45,2,2,5.57E-01,0.027111352
45,2,3,4.92E-01,0.010660302
45,2,4,2.77E-01,-0.043734467
45,2,1,6.60E-01,0.053051421
45,2,9,4.91E-01,0.010446627
45,2,6,5.47E-01,0.024576022
45,2,5,5.09E-01,0.015011493
45,2,7,3.24E-01,-0.031927091
45,2,8,2.98E-01,-0.038443159
46,2,2,4.43E-01,-0.001792343
46,2,3,5.59E-01,0.027667967
46,2,4,4.94E-01,0.011142591
46,2,1,5.41E-01,0.023027642
46,2,9,6.20E-01,0.042986253
46,2,6,4.08E-01,-0.010563355
46,2,5,4.22E-01,-0.007146978
46,2,7,6.75E-01,0.056858644
46,2,8,4.75E-01,0.006380673
47,2,2,5.94E-01,0.036356987
47,2,3,6.58E-01,0.052561712
47,2,4,5.28E-01,0.019780502
47,2,1,7.42E-01,0.073839224
47,2,9,4.64E-01,0.003467573
47,2,6,5.87E-01,0.034640666
47,2,5,3.68E-01,-0.020718687
47,2,7,4.18E-01,-0.007985035
47,2,8,3.36E-01,-0.028742978
48,2,2,4.69E-01,0.004955991
48,2,3,4.09E-01,-0.010448469
48,2,4,4.24E-01,-0.006599351
48,2,1,5.99E-01,0.03780688
48,2,9,4.38E-01,-0.002994365
48,2,6,4.62E-01,0.003036777
48,2,5,4.46E-01,-0.001024645
48,2,7,3.53E-01,-0.024474689
48,2,8,4.84E-01,0.0087025
49,2,2,3.48E-01,-0.025825876
49,2,3,3.02E-01,-0.037315918
49,2,4,1.70E-01,-0.070664939
49,2,1,5.80E-01,0.032954672
49,2,9,5.30E-01,0.020244257
49,2,6,6.17E-01,0.042196927
49,2,5,3.33E-01,-0.029588589
49,2,7,3.74E-01,-0.019273739
49,2,8,4.67E-01,0.004249507
50,2,2,5.91E-01,0.035685962
50,2,3,5.57E-01,0.027092674
50,2,4,2.39E-01,-0.053343636
50,2,1,6.87E-01,0.060008517
50,2,9,5.41E-01,0.022966549
50,2,6,7.75E-01,0.082107368
50,2,5,5.94E-01,0.036377464
50,2,7,4.40E-01,-0.002566425
50,2,8,4.46E-01,-0.000884702
1,3,2,0.002023385,-0.263877195
1,3,3,0.089834911,-0.227670603
1,3,4,0.025474566,-0.254207766
1,3,1,0.259273129,-0.15780756
1,3,9,0.456185407,-0.076616368
1,3,6,0.636570282,-0.002239782
1,3,5,0.043406985,-0.246813842
1,3,7,0.559070619,-0.03419457
1,3,8,0.51744411,-0.05135808
2,3,2,0.802709487,0.066263006
2,3,3,0.541427829,-0.041469074
2,3,4,0.545489208,-0.039794479
2,3,1,0.709708499,0.027916687
2,3,9,0.577065962,-0.0267747
2,3,6,1,0.147610153
2,3,5,0.507735768,-0.055361039
2,3,7,0.697967705,0.023075704
2,3,8,0.800120258,0.065195411
3,3,2,0.744890643,0.042423047
3,3,3,0.723213096,0.033484925
3,3,4,0.691598977,0.02044974
3,3,1,0.787439693,0.05996694
3,3,9,0.630131411,-0.004894668
3,3,6,0.741048621,0.040838898
3,3,5,0.592761838,-0.020302951
3,3,7,0.574993994,-0.027629017
3,3,8,0.628034578,-0.005759237
4,3,2,0.72584834,0.034571493
4,3,3,0.56084632,-0.033462409
4,3,4,0.709592118,0.027868701
4,3,1,0.845359818,0.083848661
4,3,9,0.602425594,-0.016318375
4,3,6,0.831614046,0.078180982
4,3,5,0.634826126,-0.002958935
4,3,7,0.692728517,0.020915473
4,3,8,0.612747211,-0.012062549
5,3,2,0.728094404,0.035497594
5,3,3,0.726509771,0.034844215
5,3,4,0.691889323,0.020569455
5,3,1,0.860020401,0.089893536
5,3,9,0.678913896,0.015219406
5,3,6,0.695932006,0.022236341
5,3,5,0.724648486,0.034076767
5,3,7,0.659163265,0.007075794
5,3,8,0.630052183,-0.004927335
6,3,2,0.752507496,0.04556364
6,3,3,0.729823493,0.036210535
6,3,4,0.706711541,0.026680977
6,3,1,0.9722934,0.136186123
6,3,9,0.649249314,0.002988057
6,3,6,0.800939931,0.06553338
6,3,5,0.679355016,0.01540129
6,3,7,0.678086663,0.01487832
6,3,8,0.657095069,0.006223032
7,3,2,0.73595642,0.038739273
7,3,3,0.744507749,0.042265171
7,3,4,0.681134108,0.016134848
7,3,1,0.79322414,0.062351993
7,3,9,0.733709702,0.037812903
7,3,6,0.766640705,0.051391067
7,3,5,0.629720081,-0.005064268
7,3,7,0.740310426,0.040534524
7,3,8,0.568170918,-0.030442319
8,3,2,0.783394215,0.058298902
8,3,3,0.816031192,0.071755834
8,3,4,0.729209339,0.035957305
8,3,1,0.996875195,0.146321729
8,3,9,0.735534209,0.038565186
8,3,6,0.719796727,0.032076282
8,3,5,0.752761327,0.0456683
8,3,7,0.670213623,0.011632096
8,3,8,0.646734328,0.001951074
9,3,2,0.730196669,0.036364403
9,3,3,0.699304658,0.023626959
9,3,4,0.686052416,0.018162772
9,3,1,0.685181726,0.017803768
9,3,9,0.57635106,-0.02706947
9,3,6,0.706706739,0.026678997
9,3,5,0.566323076,-0.031204225
9,3,7,0.565254111,-0.031644982
9,3,8,0.707334112,0.026937676
10,3,2,0.620660443,-0.008799753
10,3,3,0.762917655,0.049855974
10,3,4,0.642364569,0.000149328
10,3,1,0.908563064,0.109908726
10,3,9,0.751863616,0.045298154
10,3,6,0.792625294,0.062105076
10,3,5,0.706963619,0.026784914
10,3,7,0.608739228,-0.013715128
10,3,8,0.599514943,-0.0175185
11,3,2,0.821794818,0.074132301
11,3,3,0.775514798,0.055050048
11,3,4,0.532689426,-0.045072106
11,3,1,0.908687185,0.109959904
11,3,9,0.846399309,0.084277265
11,3,6,0.813766644,0.070822112
11,3,5,0.53275167,-0.045046442
11,3,7,0.669808063,0.011464874
11,3,8,0.675700741,0.013894553
12,3,2,0.296798527,-0.142335027
12,3,3,0.376202378,-0.109595101
12,3,4,0.215836091,-0.175717591
12,3,1,0.24902509,-0.162033049
12,3,9,0.475898023,-0.06848843
12,3,6,0.635667201,-0.002612142
12,3,5,0.303175095,-0.13970583
12,3,7,0.540167498,-0.041988735
12,3,8,0.590599867,-0.021194378
13,3,2,0.403894897,-0.098176877
13,3,3,0.518723042,-0.050830748
13,3,4,0.296576044,-0.142426761
13,3,1,0.485487094,-0.064534649
13,3,9,0.520203573,-0.050220293
13,3,6,0.679865761,0.015611881
13,3,5,0.191975097,-0.185555995
13,3,7,0.672025906,0.012379339
13,3,8,0.621372642,-0.008506098
14,3,2,0.270580918,-0.153145114
14,3,3,0.327081034,-0.129848894
14,3,4,0.217776372,-0.174917571
14,3,1,0.31881238,-0.133258239
14,3,9,0.665833009,0.009825874
14,3,6,0.674641862,0.013457954
14,3,5,0.096969048,-0.224729044
14,3,7,0.574202176,-0.027955501
14,3,8,0.596346521,-0.018824909
15,3,2,0.456015451,-0.076686445
15,3,3,0.097976825,-0.224313516
15,3,4,0,-0.26471148
15,3,1,0.182263273,-0.18956039
15,3,9,0.27474006,-0.15143021
15,3,6,0.782832553,0.058067317
15,3,5,0.045626711,-0.2458986
15,3,7,0.54711501,-0.039124126
15,3,8,0.589444526,-0.02167075
16,3,2,0.452942639,-0.077953432
16,3,3,0.191828625,-0.185616388
16,3,4,0.115378546,-0.21713841
16,3,1,0.384218197,-0.106290006
16,3,9,0.322524576,-0.131727621
16,3,6,0.870852206,0.094359724
16,3,5,0.13447805,-0.209263271
16,3,7,0.500291633,-0.058430417
16,3,8,0.663224279,0.008750238
17,3,2,0.615475401,-0.010937658
17,3,3,0.438572303,-0.083878632
17,3,4,0.503251312,-0.057210077
17,3,1,0.550449827,-0.037749109
17,3,9,0.660610005,0.007672316
17,3,6,0.756369156,0.047155886
17,3,5,0.672182834,0.012444044
17,3,7,0.596880758,-0.018604631
17,3,8,0.631721622,-0.004238989
18,3,2,0.691611097,0.020454737
18,3,3,0.723376788,0.033552418
18,3,4,0.633676805,-0.003432825
18,3,1,0.908389466,0.109837148
18,3,9,0.734783702,0.038255736
18,3,6,0.765598874,0.050961498
18,3,5,0.694540725,0.021662686
18,3,7,0.651227628,0.003803759
18,3,8,0.735321291,0.038477396
19,3,2,0.543579363,-0.040581949
19,3,3,0.55657399,-0.035223984
19,3,4,0.572984904,-0.028457409
19,3,1,0.514197745,-0.052696626
19,3,9,0.548683147,-0.038477549
19,3,6,0.725526936,0.034438971
19,3,5,0.507578639,-0.055425827
19,3,7,0.601866482,-0.016548909
19,3,8,0.57868644,-0.026106542
20,3,2,0.438020742,-0.084106053
20,3,3,0.426172468,-0.088991352
20,3,4,0.311991124,-0.136070791
20,3,1,0.487059335,-0.06388638
20,3,9,0.444720255,-0.081343698
20,3,6,0.71334661,0.029416759
20,3,5,0.357723613,-0.117214296
20,3,7,0.58008267,-0.025530846
20,3,8,0.56462969,-0.031902444
21,3,2,0.790075804,0.061053866
21,3,3,0.702048188,0.024758175
21,3,4,0.709447055,0.027808888
21,3,1,0.835367636,0.079728668
21,3,9,0.578410309,-0.026220397
21,3,6,0.756109146,0.047048678
21,3,5,0.676487436,0.014218925
21,3,7,0.641426242,-0.000237565
21,3,8,0.674506332,0.013402072
22,3,2,0.417815645,-0.092437051
22,3,3,0.584541548,-0.023692354
22,3,4,0.303154145,-0.139714468
22,3,1,0.712101028,0.028903179
22,3,9,0.779399897,0.056651959
22,3,6,0.706197964,0.026469218
22,3,5,0.459723789,-0.075157417
22,3,7,0.548590891,-0.038515588
22,3,8,0.550373735,-0.037780483
23,3,2,0.135576017,-0.208810556
23,3,3,0.528617286,-0.046751137
23,3,4,0.067278552,-0.236971078
23,3,1,0.439166209,-0.083633752
23,3,9,0.434132166,-0.085709396
23,3,6,0.706783008,0.026710444
23,3,5,0.125768318,-0.212854482
23,3,7,0.547239399,-0.039072838
23,3,8,0.520397314,-0.05014041
24,3,2,0.541316857,-0.04151483
24,3,3,0.532067673,-0.045328468
24,3,4,0.343292246,-0.123164661
24,3,1,0.569084717,-0.03006554
24,3,9,0.462064793,-0.07419217
24,3,6,0.80976074,0.069170391
24,3,5,0.370706146,-0.111861317
24,3,7,0.596513577,-0.018756028
24,3,8,0.639924918,-0.000856593
25,3,2,0.504656875,-0.056630533
25,3,3,0.547042713,-0.039153935
25,3,4,0.335655723,-0.126313364
25,3,1,0.55453738,-0.036063722
25,3,9,0.803398494,0.066547099
25,3,6,0.803526604,0.066599922
25,3,5,0.393193973,-0.102589099
25,3,7,0.585040459,-0.023486643
25,3,8,0.61699771,-0.010309976
26,3,2,0.124564109,-0.213351004
26,3,3,0.111018116,-0.218936309
26,3,4,0.046114162,-0.245697614
26,3,1,0.249997238,-0.161632211
26,3,9,0.428453572,-0.088050804
26,3,6,0.703029378,0.025162741
26,3,5,0.156530268,-0.200170664
26,3,7,0.465830917,-0.072639316
26,3,8,0.56515535,-0.031685703
27,3,2,0.357955915,-0.117118513
27,3,3,0.466641547,-0.072305076
27,3,4,0.125836073,-0.212826545
27,3,1,0.292315598,-0.144183435
27,3,9,0.53291951,-0.044977237
27,3,6,0.788431564,0.06037591
27,3,5,0.225817589,-0.171602003
27,3,7,0.565688409,-0.031465911
27,3,8,0.573784247,-0.028127822
28,3,2,0.727716329,0.035341705
28,3,3,0.824003241,0.075042882
28,3,4,0.547041703,-0.039154352
28,3,1,0.844416905,0.083459878
28,3,9,0.645220435,0.001326863
28,3,6,0.72080372,0.032491487
28,3,5,0.592690521,-0.020332357
28,3,7,0.640205957,-0.000740714
28,3,8,0.596840632,-0.018621176
29,3,2,0.756632358,0.04726441
29,3,3,0.951481853,0.127605072
29,3,4,0.564838513,-0.031816342
29,3,1,0.896153518,0.104792002
29,3,9,0.690610732,0.020042265
29,3,6,0.71588791,0.030464592
29,3,5,0.581956695,-0.024758145
29,3,7,0.5379182,-0.04291617
29,3,8,0.636983955,-0.002069215
30,3,2,0.76309873,0.049930635
30,3,3,0.741574691,0.041055807
30,3,4,0.248044409,-0.162437404
30,3,1,0.74533302,0.042605448
30,3,9,0.477297426,-0.067911426
30,3,6,0.739095146,0.040033437
30,3,5,0.415103809,-0.0935552
30,3,7,0.563610115,-0.032322837
30,3,8,0.604695647,-0.015382383
31,3,2,0.347861743,-0.121280558
31,3,3,0.488681649,-0.063217465
31,3,4,0.21874476,-0.174518284
31,3,1,0.422422136,-0.090537695
31,3,9,0.452863789,-0.077985943
31,3,6,0.676191643,0.014096963
31,3,5,0.197698814,-0.183195983
31,3,7,0.547959023,-0.038776121
31,3,8,0.631500135,-0.004330313
32,3,2,0.610646516,-0.012928711
32,3,3,0.691024647,0.020212931
32,3,4,0.217093824,-0.175199
32,3,1,0.492935497,-0.061463511
32,3,9,0.588088503,-0.022229868
32,3,6,0.613799207,-0.011628789
32,3,5,0.394338589,-0.102117149
32,3,7,0.525222819,-0.04815075
32,3,8,0.692123721,0.020666103
33,3,2,0.19402888,-0.184709176
33,3,3,0.384443432,-0.106197137
33,3,4,0.185719556,-0.18813529
33,3,1,0.274263259,-0.151626805
33,3,9,0.479901349,-0.066837772
33,3,6,0.667330233,0.010443211
33,3,5,0.246226431,-0.163186996
33,3,7,0.54043383,-0.041878921
33,3,8,0.550746975,-0.037626588
34,3,2,0.797755557,0.064220394
34,3,3,0.759628404,0.048499744
34,3,4,0.782172884,0.057795321
34,3,1,0.797517907,0.064122406
34,3,9,0.651002226,0.003710821
34,3,6,0.661102897,0.007875546
34,3,5,0.685379198,0.01788519
34,3,7,0.622969936,-0.007847499
34,3,8,0.584873223,-0.023555598
35,3,2,0.195106393,-0.184264894
35,3,3,0.218499774,-0.174619297
35,3,4,0.048599626,-0.244672803
35,3,1,0.447490424,-0.080201498
35,3,9,0.525160579,-0.048176412
35,3,6,0.591997392,-0.020618148
35,3,5,0.203001666,-0.181009502
35,3,7,0.515533015,-0.052146066
35,3,8,0.518137796,-0.051072058
36,3,2,0.578317433,-0.026258692
36,3,3,0.579226742,-0.025883764
36,3,4,0.455983804,-0.076699493
36,3,1,0.578730376,-0.026088426
36,3,9,0.531517374,-0.045555368
36,3,6,0.776573551,0.055486595
36,3,5,0.439255156,-0.083597077
36,3,7,0.61165217,-0.012514058
36,3,8,0.6645778,0.009308324
37,3,2,0.710010121,0.028041053
37,3,3,0.686179005,0.018214968
37,3,4,0.500682862,-0.058269105
37,3,1,0.825230692,0.075548987
37,3,9,0.612171869,-0.012299775
37,3,6,0.785846624,0.059310083
37,3,5,0.556234197,-0.035364088
37,3,7,0.540090641,-0.042020425
37,3,8,0.624686857,-0.007139575
38,3,2,0.761859909,0.049419842
38,3,3,0.755448963,0.04677647
38,3,4,0.493981267,-0.061032317
38,3,1,0.845398568,0.083864638
38,3,9,0.659702778,0.007298247
38,3,6,0.727172534,0.035117487
38,3,5,0.509466844,-0.054647279
38,3,7,0.578766089,-0.026073701
38,3,8,0.629451982,-0.005174811
39,3,2,0.31110555,-0.136435932
39,3,3,0.405272166,-0.097608999
39,3,4,0.291126414,-0.144673762
39,3,1,0.419000734,-0.091948413
39,3,9,0.580396847,-0.025401304
39,3,6,0.623902921,-0.007462809
39,3,5,0.20504923,-0.180165247
39,3,7,0.593249825,-0.020101744
39,3,8,0.536772608,-0.043388522
40,3,2,0.308367299,-0.137564972
40,3,3,0.336541945,-0.125947956
40,3,4,0.356394418,-0.117762352
40,3,1,0.196845628,-0.18354777
40,3,9,0.480831972,-0.066454056
40,3,6,0.701655563,0.024596287
40,3,5,0.19434247,-0.184579876
40,3,7,0.588838142,-0.021920776
40,3,8,0.592690723,-0.020332273
41,3,2,0.750244874,0.044630712
41,3,3,0.688512507,0.019177121
41,3,4,0.646920763,0.002027946
41,3,1,0.797054379,0.063931283
41,3,9,0.603248411,-0.01597911
41,3,6,0.713914015,0.029650712
41,3,5,0.691785336,0.020526579
41,3,7,0.680482847,0.015866319
41,3,8,0.706053146,0.026409506
42,3,2,0.66635502,0.01004111
42,3,3,0.48846718,-0.063305895
42,3,4,0.40386222,-0.09819035
42,3,1,0.493774508,-0.061117569
42,3,9,0.551649467,-0.037254471
42,3,6,0.864122813,0.091585049
42,3,5,0.363501457,-0.114831966
42,3,7,0.552885566,-0.036744801
42,3,8,0.672000794,0.012368985
43,3,2,0.371251338,-0.111636522
43,3,3,0.595226598,-0.019286677
43,3,4,0.277187179,-0.15042121
43,3,1,0.399798296,-0.099865994
43,3,9,0.552715234,-0.036815032
43,3,6,0.616114961,-0.010673953
43,3,5,0.318554674,-0.133364497
43,3,7,0.565820839,-0.031411308
43,3,8,0.579111517,-0.025931274
44,3,2,0.499379886,-0.05880635
44,3,3,0.544895542,-0.040039261
44,3,4,0.404998135,-0.097721988
44,3,1,0.394980099,-0.101852641
44,3,9,0.580745826,-0.025257413
44,3,6,0.65796602,0.006582144
44,3,5,0.366467665,-0.113608934
44,3,7,0.560022756,-0.033801983
44,3,8,0.605361243,-0.015107944
45,3,2,0.350210555,-0.120312092
45,3,3,0.531970659,-0.045368469
45,3,4,0.339841749,-0.124587375
45,3,1,0.544382954,-0.040250611
45,3,9,0.458156983,-0.075803445
45,3,6,0.674523472,0.013409139
45,3,5,0.225187407,-0.171861841
45,3,7,0.603747149,-0.015773469
45,3,8,0.565263348,-0.031641173
46,3,2,0.746353583,0.043026248
46,3,3,0.690300411,0.019914313
46,3,4,0.536290441,-0.04358733
46,3,1,0.6562778,0.005886054
46,3,9,0.69110025,0.020244104
46,3,6,0.668972038,0.011120163
46,3,5,0.565733911,-0.03144715
46,3,7,0.538465585,-0.042690471
46,3,8,0.59475205,-0.019482343
47,3,2,0.222233861,-0.173079652
47,3,3,0.416816196,-0.092849145
47,3,4,0.281927921,-0.148466499
47,3,1,0.283467748,-0.147831596
47,3,9,0.514444615,-0.052594836
47,3,6,0.767296729,0.05166156
47,3,5,0.167557459,-0.195623915
47,3,7,0.55812357,-0.034585058
47,3,8,0.626044705,-0.006579705
48,3,2,0.593884387,-0.0198401
48,3,3,0.621700261,-0.008371013
48,3,4,0.517143465,-0.051482042
48,3,1,0.689233222,0.019474288
48,3,9,0.697222554,0.022768462
48,3,6,0.715649551,0.030366311
48,3,5,0.626115351,-0.006550576
48,3,7,0.636644939,-0.002208999
48,3,8,0.63096949,-0.004549109
49,3,2,0.745755194,0.04277952
49,3,3,0.707505847,0.027008486
49,3,4,0.576549196,-0.026987774
49,3,1,0.769802235,0.052694635
49,3,9,0.700136732,0.023970041
49,3,6,0.708465955,0.02740436
49,3,5,0.547184036,-0.039095665
49,3,7,0.56281554,-0.032650458
49,3,8,0.565061973,-0.031724205
50,3,2,0.415935549,-0.093212255
50,3,3,0.370493944,-0.111948812
50,3,4,0.32296807,-0.131544758
50,3,1,0.317920505,-0.133625978
50,3,9,0.452892007,-0.077974308
50,3,6,0.606884468,-0.014479885
50,3,5,0.255356593,-0.159422433
50,3,7,0.634490292,-0.003097406
50,3,8,0.658402793,0.006762235
1,4,2,0.339321179,0.016179916
1,4,3,0.535107502,0.06337005
1,4,4,0.253127658,-0.004595201
1,4,1,0.477637191,0.049518052
1,4,9,0.397464758,0.030194191
1,4,6,0.134389043,-0.033214621
1,4,5,0.224871979,-0.011405632
1,4,7,0.287405797,0.003666816
1,4,8,0.143224589,-0.031085001
2,4,2,0.44593167,0.04187611
2,4,3,0.681726361,0.098709411
2,4,4,0.149083646,-0.0296728
2,4,1,0.579817312,0.0741464
2,4,9,0.685536451,0.099627752
2,4,6,0.262877434,-0.002245225
2,4,5,0.202771453,-0.016732494
2,4,7,0.242427129,-0.007174336
2,4,8,0.259201531,-0.003131223
3,4,2,0.081200902,-0.046034493
3,4,3,0.379319256,0.025820603
3,4,4,0.4454997,0.041771993
3,4,1,0.734452329,0.111417885
3,4,9,0.548668276,0.066638586
3,4,6,0.334734926,0.015074497
3,4,5,0.417729521,0.035078581
3,4,7,0.284889718,0.003060369
3,4,8,0.260347338,-0.00285505
4,4,2,0.308596954,0.008774495
4,4,3,0.413035338,0.033947148
4,4,4,0.310977348,0.009348238
4,4,1,0.452504569,0.043460368
4,4,9,0.304130873,0.007698041
4,4,6,0.273919581,0.00041625
4,4,5,0.36443732,0.022233628
4,4,7,0.294646902,0.005412131
4,4,8,0.276571044,0.001055329
5,4,2,0.324141267,0.012521121
5,4,3,0.57170686,0.072191548
5,4,4,0.381443528,0.026332614
5,4,1,0.816793851,0.13126456
5,4,9,0.369533284,0.023461902
5,4,6,0.271810177,-9.22E-05
5,4,5,0.419576128,0.035523667
5,4,7,0.209556826,-0.015097024
5,4,8,0.174980045,-0.023431023
6,4,2,0.253857159,-0.00441937
6,4,3,0.162817705,-0.026362496
6,4,4,0.096843694,-0.04226413
6,4,1,0.437328076,0.039802397
6,4,9,0.396762083,0.030024826
6,4,6,0.604696656,0.080143037
6,4,5,0,-0.065606245
6,4,7,0.260422474,-0.00283694
6,4,8,0.188249254,-0.020232762
7,4,2,0.506239355,0.056411996
7,4,3,0.497331497,0.054264947
7,4,4,0.477351069,0.049449089
7,4,1,1,0.17542251
7,4,9,0.5569304,0.068629996
7,4,6,0.444738126,0.041588432
7,4,5,0.311997108,0.009594029
7,4,7,0.314385289,0.01016965
7,4,8,0.080780485,-0.046135825
8,4,2,0.522824235,0.060409429
8,4,3,0.386417834,0.027531564
8,4,4,0.611884847,0.081875598
8,4,1,0.990134486,0.173044637
8,4,9,0.53769505,0.063993723
8,4,6,0.544588099,0.065655146
8,4,5,0.405102902,0.032035203
8,4,7,0.174127948,-0.023636403
8,4,8,0.245033503,-0.006546125
9,4,2,0.139246345,-0.032043872
9,4,3,0.382294943,0.026537829
9,4,4,0.374688045,0.024704348
9,4,1,0.448212915,0.042425956
9,4,9,0.445793037,0.041842696
9,4,6,0.482627393,0.050720835
9,4,5,0.02361687,-0.0599139
9,4,7,0.248918228,-0.005609795
9,4,8,0.212260531,-0.014445354
10,4,2,0.333728323,0.014831877
10,4,3,0.317398792,0.010895991
10,4,4,0.408492674,0.032852235
10,4,1,0.529624051,0.062048381
10,4,9,0.473606839,0.048546622
10,4,6,0.362520511,0.021771622
10,4,5,0.297724626,0.006153951
10,4,7,0.320520758,0.011648474
10,4,8,0.283578054,0.00274422
11,4,2,0.41406629,0.034195637
11,4,3,0.459853968,0.045231784
11,4,4,0.371798319,0.024007841
11,4,1,0.411392972,0.033551291
11,4,9,0.394591267,0.029501597
11,4,6,0.439571877,0.040343217
11,4,5,0.438093505,0.039986887
11,4,7,0.259073412,-0.003162103
11,4,8,0.112152579,-0.038574249
12,4,2,0.19118487,-0.019525194
12,4,3,0.533077631,0.062880793
12,4,4,0.17552473,-0.023299738
12,4,1,0.441613967,0.04083542
12,4,9,0.50108503,0.055169656
12,4,6,0.270884514,-0.000315288
12,4,5,0.201734426,-0.016982448
12,4,7,0.291606219,0.004679239
12,4,8,0.188723111,-0.020118549
13,4,2,0.296964041,0.005970628
13,4,3,0.423146267,0.036384173
13,4,4,0.476803963,0.04931722
13,4,1,0.652898247,0.091761007
13,4,9,0.294484556,0.005373001
