day,month,hour,dayofweek,ward,hour_slot,theft,other_offenses,child_offense,sexual_crime,vehicle_theft,deceptive_practice,assault,narcotics,criminal_damage
28,10,0,3,39,0,0.004268629439950113,0.011972269324181144,0.001497447933178445,0.19889107513878737,0.0022621310409224014,0.09217220226545132,0.0420405285441833,0.64687985409299,1.586222035688505e-05
1,12,0,0,2,0,0.0003367438040243827,0.13537468734151464,0.005209083546556772,0.07267619505092446,0.00212132520494345,0.025451725010067233,0.05454352876625916,0.7042867051144185,6.161290401655633e-09
1,6,9,6,35,2,0.011892536858271092,0.06003642518087984,0.0018854904583189482,0.07453158252326883,0.0018407649087791582,0.03362257602279055,0.05790369205552859,0.7582772889793046,9.643012858047588e-06
13,7,20,1,17,5,0.0149454869698355,0.0009254517288156554,5.577994849755267e-07,0.003534510210506774,0.9052291820427292,0.028558820576642222,0.011949367944881523,0.03475203012085432,0.00010459260624843783
1,1,9,0,37,2,0.008702431984474209,0.14486660966045373,0.010015005071597798,0.048181638761483,0.0001906872185550483,0.009982540465325445,0.06719180855017864,0.7108692676350108,1.0652921962351911e-08
1,8,9,4,42,2,0.00785154881567885,0.040203672543922556,0.004601192388319883,0.07423620227701888,0.00030451178778909073,0.028859850181198233,0.04726145794783981,0.7966242163803761,5.7347677857053466e-05
1,11,12,3,5,3,0.004231888584339328,0.01988710390454899,0.0027935789920995532,0.05923855157480819,0.08373469181282464,0.06922038991691992,0.038827591314367596,0.6805375999879064,0.041528603912185096
1,1,12,3,45,3,0.025712828761705355,0.04754471479397097,0.0023813445355702974,0.04437752743748243,6.069401951742623e-05,0.023372709087029125,0.09233427658894112,0.7642072270014825,8.677774300146647e-06
3,9,3,4,16,0,0.0012743481237728908,0.15721680140602268,0.0030801446509454095,0.0454790044984229,0.00930140887158886,0.02322739242339561,0.07224491824965347,0.6805550961832907,0.007620885592907615
13,11,17,5,6,4,0.009494162188857697,0.0018180727538342264,2.7945479869391576e-05,0.022587503715190003,0.6781178793871194,0.09981784829211078,0.01921808479155939,0.16421067271313264,0.004707830678325659
10,3,7,2,16,1,0.008972223760781812,0.1376639499728812,0.011386540448393465,0.04907267952372326,0.010838762580877645,0.01847030862910263,0.07359653037004261,0.6858770630442331,0.004121941669963786
5,1,9,6,21,2,0.012445970135320481,0.11369139772617382,0.002536211172293297,0.04417787750838541,0.007319504949518932,0.023889472667359874,0.09123153283632428,0.7044523571780078,0.0002556758266172222
1,1,0,3,24,0,0.0010342189339350636,0.3876005973003324,0.001723133727034701,0.015725634618574895,0.0003758290962999807,0.006049062838787011,0.11798522585368801,0.46869310223502597,0.0008131953963231648
6,10,9,2,30,2,0.0038558589694599136,0.05479705445269071,0.009156584864726253,0.06799854249780746,0.015388909921801985,0.028631726179411555,0.04238182294661552,0.7741280888606787,0.0036614113068085593
26,9,8,4,29,2,0.015621715013848242,0.005659954085865622,0.003111843779424379,0.16194741623739523,0.09516468033315442,0.10301691161944082,0.022985853616584898,0.572041048637147,0.02045057667714052
1,8,0,6,24,0,0.001302916956543377,0.20619373542332348,0.0006111749367734306,0.047953187720474494,0.0029503258756591127,0.023422627264428078,0.09075637964077363,0.626799302215846,1.0349966179099018e-05
11,2,0,2,27,0,0.0028159566143105413,0.2990251224593801,0.0024344361063967407,0.0294923428360583,0.0009989492247291475,0.010211313448243163,0.11956310764228698,0.5353580497453649,0.00010072192322891634
1,3,0,5,26,0,0.0017288750418197232,0.3081730740375951,0.0008641704589856052,0.025723106949807062,0.0006534914212261573,0.011222012045654569,0.116923538546197,0.5345836619226249,0.00012806957609143958
1,6,1,1,38,0,0.001954025240904832,0.23402138907295972,0.0030137612598909896,0.0457223156225893,9.354003903303821e-05,0.010479925435205992,0.07838258246935431,0.626332381510766,7.934929419955483e-08
3,3,0,6,27,0,0.0023840223985182175,0.290069803477107,0.0005652023250685901,0.03232060822509178,0.0006916827901590747,0.013965734286054824,0.1207705596813241,0.5392293433331995,3.043483476868788e-06
1,7,9,1,19,2,0.006015795532960532,0.09416544374096018,0.009117295816698883,0.060009572637722414,0.022573638433770592,0.022972588046398786,0.04739495892741259,0.7372720705199384,0.00047863634413703257
8,10,22,4,17,5,0.0032387992759069706,0.00036355201585512315,6.840972384445695e-08,0.0013354570887477407,0.9299495828020686,0.022977544404605175,0.008043221295777538,0.018172402744367107,0.015919371962948
22,6,0,6,42,0,0.013188163990142391,0.034317254574128014,0.0005280226902139208,0.15988806132157937,0.000257415935580572,0.06594115450540687,0.07673324660901445,0.6491466720959491,8.277986739132253e-09
31,1,12,4,21,3,0.066224315476953,0.002334326929779053,0.0006598095317907791,0.09884969427575942,0.21835842557397558,0.12798918678077667,0.02819333106506694,0.37878304389623574,0.07860786646966353
5,7,9,0,36,2,0.010411069589272503,0.07824545209481071,0.009164953545902157,0.0894324966288289,0.001834746902855339,0.021052952528733376,0.04389376432213624,0.7459645321921736,3.2195287780852596e-08
1,1,0,1,30,0,0.0010509434508471003,0.41908165797249086,0.002250943606658268,0.018380102827070133,0.00012204581422926392,0.004688178613313833,0.10174010775760692,0.45268512990233384,8.900554483914533e-07
6,1,8,1,20,2,0.008375330429371773,0.162844197063323,0.011631468814292667,0.038070455710976114,0.005888886282087742,0.0128289329133918,0.07639698194499944,0.6837372548601167,0.00022649198144079072
30,4,13,4,1,3,0.10665898962138329,0.0008285458331454971,0.0005155075149918936,0.13838981279887147,0.17850353864807528,0.24567637988888533,0.017358377176289082,0.30923024847246294,0.002838600045894905
30,1,0,1,16,0,0.010894647619253735,0.03758828062204955,0.002532125159351508,0.1434312016270816,0.016217284478958927,0.06363110197329423,0.07914928805577147,0.6465446104851323,1.1459979105601007e-05
4,12,21,5,8,5,0.002372905529850628,0.0005427423209302462,2.0410970139889041e-07,0.0030960373444449477,0.8869436263404847,0.05272377106069615,0.012341887458056077,0.03980293493659065,0.0021758908992470932
31,8,0,1,5,0,0.007889129628251482,0.007902022175818908,0.001831917974036645,0.25426878421614457,0.04251689533251561,0.14367389652760457,0.03011355203453866,0.5118015471299221,2.2549811656186963e-06
1,7,0,1,16,0,0.0011277249449720543,0.28791695346561513,0.002631165472203652,0.03822250923016856,0.0032503618045802833,0.01312453047774952,0.07780987718109582,0.575903518358523,1.335906509294364e-05
1,1,0,1,35,0,0.0012316669734116737,0.38410674690823376,0.0023333550326257307,0.0208662387629762,4.088327587688133e-05,0.004855651359049322,0.10479895909980533,0.48176635986622585,1.3872179458278176e-07
2,1,9,4,12,2,0.008265482081774562,0.1118811774151399,0.006122402706508148,0.03317650738761346,0.0063792343495277,0.0189645355980775,0.08369511497636108,0.693999758677932,0.03751578680706601
1,1,0,1,46,0,0.002174292611655031,0.25937659847971056,0.0027570947274529627,0.0328594898823578,1.2371139910721081e-06,0.00605000933236323,0.11222290830023356,0.5845583693006087,2.51626935053517e-10
1,11,8,0,42,2,0.0023253347547931742,0.045450917258583586,0.011039095097255987,0.09957303526983034,0.00026979249448633126,0.021019404396582547,0.030571029606324095,0.7897513894772115,1.6449305595103937e-09
10,1,0,4,8,0,0.0031062219033843467,0.24302159108642898,0.0020176119188084003,0.02974792051248838,0.0014806084473183172,0.016084773792272213,0.1417602370713818,0.5622464620682256,0.0005345731996933128
18,12,0,2,33,0,0.0008539699793756307,0.06537168353795121,0.003346633765180609,0.09132681554350668,0.004894723339152652,0.03709839807553948,0.06196064210984317,0.7350856772562878,6.145639316345854e-05
25,7,10,2,26,2,0.027978377630270022,0.008972596859441892,0.004559667319330561,0.14312087036230245,0.13109754025217207,0.08063898975823318,0.027240790834368277,0.5688073175834982,0.007583849400383123
10,10,0,4,14,0,0.0011494402166727822,0.1345213771780749,0.002006772385855339,0.05503287586727764,0.01647857367063319,0.03247423407707435,0.08266911824897769,0.6713778615045622,0.004289746850872638
1,1,0,0,27,0,0.0009996991214246333,0.46352103799869343,0.0022326604442454412,0.020062034751820546,0.00017629343099310167,0.004302112764106612,0.08933857364288543,0.4193675785280921,9.317738517645495e-09
1,1,1,3,42,0,0.002044669733508745,0.25244690300885597,0.0024523278075062526,0.02575180722525607,6.9814758059325665e-06,0.006906849434204018,0.12027721986765086,0.5901122487703535,9.926768572940122e-07
18,1,8,6,28,2,0.029138908096817216,0.04649556658373014,0.0024230551648386956,0.08292203458437625,0.009801041452504614,0.043394200646159245,0.07735461501799581,0.708397468350183,7.311010339538547e-05
1,8,12,3,39,3,0.014346819942679863,0.03240386608095233,0.002044230110370155,0.06561015208491222,0.0028640587028317226,0.04389928382602599,0.05581843870039186,0.7822734193435334,0.0007397312083030647
12,4,9,5,15,2,0.02226526984726063,0.054176419092582875,0.0036126475529398906,0.06789784452461453,0.04520413045662875,0.04369143008130541,0.06489241222605338,0.6859961332159622,0.012263713002652948
1,1,0,1,10,0,0.0011946583762991931,0.38602752563872245,0.002877447697201044,0.020927237972855117,0.0005013463488491268,0.00702937609277586,0.10492979418998671,0.4765094749691742,3.1387141358560215e-06
1,8,0,6,48,0,0.002754274448306838,0.08968846107950289,0.0006323004090953368,0.08341554630476854,4.372850576507366e-06,0.025431813052753188,0.08402391630907469,0.7140493154135051,1.3241644651399188e-10
19,12,19,6,6,4,0.004935810877711714,0.00029721522594394176,3.073581055131069e-06,0.01328470313856701,0.8297584030042756,0.08555101946505372,0.007192221321625162,0.05891248720158303,6.506618418471429e-05
9,6,14,5,9,3,0.037927812602611195,0.020812777286318532,0.0006690510325832246,0.0584090817566447,0.18561450042883482,0.08560924947559154,0.0580478149882133,0.5401370350116915,0.012772677417509593
19,1,0,5,27,0,0.006119539829432867,0.14779592437248534,0.0011414596366361922,0.052474410784042004,0.002183991466434443,0.02570977816215887,0.1412975719947107,0.6231578445092928,0.0001194792448073049
12,1,15,0,8,3,0.0551372195526906,0.04946342519397889,0.002207811638886912,0.062493332745750634,0.06546872334704801,0.05042660375041963,0.08897954647963835,0.625822184054664,1.1532369244690872e-06
10,9,8,1,17,2,0.005968374276244673,0.05705170677225321,0.010852327624196825,0.07972848739186847,0.06586726541588105,0.032766953967097105,0.03941323023202873,0.7078012202913547,0.0005504340290744341
25,8,10,6,29,2,0.029947017734150375,0.005532220829228623,0.0010925636281368424,0.18100383749191107,0.09887064904381176,0.12886836541313587,0.02527754770118635,0.5292990467239533,0.00010875143448472637
30,9,9,3,30,2,0.018434589713153666,0.0023804746239131478,0.0029111167542522237,0.20103031711413927,0.11906061095701795,0.13049273682532894,0.01575778351542767,0.4945650597008355,0.01536731079593007
15,4,0,3,41,0,0.007013605025658561,0.12388836107975909,0.00203052206463957,0.0651121080465642,0.0001056561452378679,0.02119590935871963,0.11072056038381273,0.669930823842262,2.4540533450485117e-06
7,7,0,0,46,0,0.0035754970964065194,0.15367383254010586,0.002913028687454553,0.08654672193081782,1.0809906690796976e-05,0.014368683641813892,0.07401814415736446,0.6648932820368365,2.5095072759460675e-12
27,6,15,6,9,3,0.056486198112249454,0.0008382691760656646,7.866376491537402e-05,0.07472278600347795,0.5217576498028232,0.1547633962046401,0.012733658577038277,0.17846234378044198,0.00015703457834634636
1,1,0,0,2,0,0.0017724222453540783,0.3276976229726872,0.003732731275381376,0.03326083581980293,0.00020076339528001297,0.00956645851376533,0.10008402331116815,0.5236851409689279,1.4976318978159246e-09
1,1,0,2,26,0,0.0009973761130333862,0.4073954976407833,0.0020514923355053356,0.01611933246492811,0.00026523604419688684,0.005257170543001926,0.11016047390808165,0.4576618241632469,9.159678722348469e-05
11,8,19,6,47,4,0.1474886640754936,0.00448201330918502,1.5352661330386468e-05,0.0822362432161021,0.003678653644331843,0.227781434352116,0.07855044383258089,0.45576717044113974,2.446771949547049e-08
1,1,0,3,35,0,0.0013164239885968569,0.33629577934858373,0.001758973567851344,0.018975617742618914,4.9743715835683096e-05,0.006037558974813179,0.12259555934951047,0.512939787472823,3.055583936603088e-05
9,9,13,3,14,3,0.010163798601010049,0.017199916217467023,0.001325890506688501,0.04249962981879718,0.23025375026483116,0.04971396045774995,0.034540690858835196,0.44410144922494643,0.17020091404967425
20,8,13,4,42,3,0.060633270315002756,0.0058532714571181785,0.0009937182678540475,0.13651992096663193,0.00745318815531562,0.12134384505123219,0.03964839260817954,0.6274212022429403,0.0001331909357266268
28,4,18,2,42,4,0.27824045547355825,0.0010617997314055169,4.151343682909977e-05,0.0992893269969842,0.031638333911506646,0.24311818738397237,0.03767492814410934,0.3089219191357214,1.353578591421316e-05
4,1,12,6,28,3,0.026186654918364475,0.07231916042834394,0.0007883416310131768,0.043306299289818675,0.009934407519000106,0.03688623916847632,0.1070380499608545,0.7033763752257128,0.00016447185841551325
2,1,10,2,7,2,0.00997940735351737,0.1077982102656691,0.0105271993475799,0.03875866455286076,0.005071938289360838,0.01977221018300081,0.0803207889893217,0.7251818288462065,0.0025897521724821113
9,10,17,5,17,4,0.009073946863288473,0.0038691963601362647,2.3757545838302786e-05,0.01666904269565365,0.6909961897323065,0.06171058949103537,0.02387138339606619,0.16972192630538857,0.024063967610286684
1,1,8,2,15,2,0.005976960649133121,0.15243460297362676,0.010160709336143043,0.031601328432426704,0.004723851288991252,0.01324820778678599,0.07785729343045336,0.6964669109481854,0.007530135154253995
20,10,9,2,44,2,0.013998567975317872,0.008969594513522245,0.007279121570342218,0.16798073605041333,0.0010363009782981243,0.061885111811285164,0.027647234855312036,0.7111998848651763,3.4473803343840696e-06
1,5,0,2,13,0,0.0015140205957064462,0.29310347369367873,0.002356344496025505,0.03108460361388381,0.002266204700937704,0.012774051843758754,0.09351666732482239,0.5630923414373639,0.0002922922938232656
15,7,9,6,41,2,0.03065811331075131,0.01944276322310615,0.001834664171184712,0.1381601913570065,0.001365029987643228,0.06242836304928034,0.0446158418832079,0.7014945572592727,4.7575854706652765e-07
1,4,11,6,17,2,0.014853724550198866,0.07669122200905268,0.0017487927545953338,0.057911643002158675,0.02181090107134484,0.038323071698182984,0.07168830553673511,0.7165021877329256,0.0004701516448042843
1,1,0,3,20,0,0.0010348340208580571,0.38633325754226827,0.0017863381978827908,0.01580347497152959,0.0005477752155886125,0.006441957451592604,0.11807578262065152,0.46870247390569103,0.0012741060739379455
1,8,12,2,24,3,0.009745066994836456,0.04795027377766245,0.0024877699009704913,0.05199053544274113,0.06434621230759244,0.03985217716920117,0.05288727698121837,0.7064182864058275,0.024322401019950448
17,1,0,4,42,0,0.007140035803652159,0.12095874723057143,0.0017058244699735573,0.05550113416458901,3.8411491400353136e-05,0.019037348943335117,0.13806422539670746,0.6575532281770788,1.0443226922144783e-06
29,12,0,2,50,0,0.0026026668380844968,0.003980318751110827,0.001869543376089703,0.2759703353493933,3.501486510356525e-05,0.09305315608347928,0.026151653789649145,0.5963373094200547,1.5270363049710356e-09
1,1,0,2,2,0,0.001742892658377609,0.27811411243618467,0.003328291033011714,0.026252169323370118,0.00025341904291506046,0.011299716935151185,0.12029578345026679,0.5587021661845107,1.144893621099673e-05
1,1,12,3,32,3,0.01653652311938,0.08408358104774351,0.0023675600553323783,0.032241091042870096,0.0032378207867187958,0.022182496323655987,0.1005816904582599,0.7295463586628375,0.009222878503200775
26,12,21,6,17,5,0.0009139830357729773,7.316553846491193e-06,7.559623807121221e-09,0.0009623579468090027,0.974901359363379,0.019134416197091185,0.0007047159141525034,0.0033541070273647514,2.1736401961695225e-05
1,1,0,2,2,0,0.001742892658377609,0.27811411243618467,0.003328291033011714,0.026252169323370118,0.00025341904291506046,0.011299716935151185,0.12029578345026679,0.5587021661845107,1.144893621099673e-05
2,12,12,6,13,3,0.002941910756033476,0.018762092058069196,0.0008096422121985068,0.06241265321788735,0.17407379503636625,0.07904767963797589,0.037326913363005365,0.6233085928753764,0.0013167208430883166
1,12,0,0,23,0,0.00021297949695653896,0.22650183885691338,0.0036852421487935513,0.04966788714584178,0.003638263531650479,0.013803469704294859,0.05623650990687475,0.6462537153026975,9.390597782375746e-08
2,1,0,4,7,0,0.0016796433825057714,0.29290532693036664,0.0018119339954717395,0.022398309007623313,0.000579111258260824,0.0116113178541272,0.13208511766516223,0.5365646230266902,0.0003646168797937043
1,1,9,2,18,2,0.006485942250352639,0.15067816788978755,0.009361929909098772,0.031010789687190173,0.005166522592584208,0.013159813862110894,0.07917081887290278,0.6955254647762147,0.009440550159758594
27,12,22,4,7,5,0.0010209768191104113,4.83406801892157e-06,1.1527569243162063e-08,0.0008877599753319091,0.9702855947440711,0.022861259119521443,0.0007077113283400934,0.003235111357302597,0.0009967410607346716
1,1,0,3,30,0,0.0011304763773799852,0.36927319716728896,0.001707743952224114,0.01682206626189166,0.00014944971029201996,0.005866751472578031,0.11978146368989624,0.4850715426685701,0.00019730869987727556
23,7,9,2,5,2,0.02833697007887047,0.008513035074121754,0.006703043085634433,0.14921077698532703,0.10864388512147913,0.0988063808946205,0.026929956484841117,0.5708314436201826,0.0020245086549216715
1,1,0,1,26,0,0.0009762130990388034,0.4348591111946765,0.0022453745048966636,0.017355545107316815,0.00023612005864802614,0.004732674691135804,0.10025639716103114,0.43933604424441475,2.5199388406396938e-06
4,2,9,2,8,2,0.011414848975879672,0.10351959629180496,0.010785942023106504,0.04447552854004644,0.007911395500025342,0.0216431937164169,0.0736018665851731,0.7233960708849995,0.0032515574825472326
20,9,13,0,15,3,0.01795511821936659,0.0070601348778281245,0.00136416500161538,0.08601294052804637,0.45431537091811774,0.06583767374826945,0.01885178211959152,0.3485990408210422,3.7737661213618326e-06
1,3,14,5,35,3,0.03279112202314662,0.04923053000993984,0.0007000732718868352,0.047874930027073555,0.004693122024532445,0.043855385000852995,0.09664770235268835,0.7235539508697506,0.0006531844201301085
1,1,0,1,4,0,0.001554922366212528,0.3250445916941473,0.0034526745487527626,0.026203574360138766,0.0003001182714981773,0.009289509319214916,0.10953494264471028,0.5246190081699525,6.586253716507753e-07
1,1,0,1,46,0,0.002174292611655031,0.25937659847971056,0.0027570947274529627,0.0328594898823578,1.2371139910721081e-06,0.00605000933236323,0.11222290830023356,0.5845583693006087,2.51626935053517e-10
15,3,10,0,8,2,0.031094501459524564,0.05521973578454728,0.010736503788785854,0.10031690886833822,0.03065166128676555,0.03847314663424108,0.05331258607738134,0.6801943749334932,5.811669211819119e-07
1,10,8,2,34,2,0.0026114682192417884,0.05868057480436363,0.00897603171431693,0.06428592207369509,0.0033699972818008943,0.023365544610771175,0.040553148322156764,0.7974452864489509,0.0007120265247034038
6,12,22,5,3,5,0.003967131788575792,0.0004211109126748128,1.4797058943098507e-07,0.0038667688790325057,0.8517941836159713,0.08270062094851006,0.014767491446325392,0.04199043548694205,0.0004921089513786796
16,9,19,1,39,4,0.0846833060956041,0.006419311239823324,7.060198041585791e-05,0.0783689925498808,0.11309489389786509,0.17920954583146334,0.06660042759822432,0.4715474825603556,5.438246368978389e-06
3,1,9,3,37,2,0.009958392532937916,0.10780876536445184,0.007297730598425046,0.037071568702621106,0.00030243993219000015,0.013248567178873481,0.08400881303533189,0.7398241106616407,0.0004796119935263536
1,1,0,3,16,0,0.001086882388093867,0.374469627691618,0.0018979310279932185,0.016537051717048844,0.0006602990919459788,0.007101620519306771,0.11925994170536301,0.4776425411427085,0.0013441047159210013
10,2,0,0,10,0,0.0030780660017730196,0.3211993879584996,0.0033572847331242877,0.04080086863759139,0.0016825205087759127,0.011710954574360805,0.10026526287353733,0.5179056352593464,1.9452991261927743e-08
8,7,12,1,2,3,0.029450679644801147,0.0261513248131249,0.0037946796477376383,0.08810063980471335,0.05801141315755416,0.07366654650098205,0.04794677498490235,0.6728334210077309,4.452043845271974e-05
8,7,0,3,31,0,0.0021828229887690827,0.20655455026280595,0.0019649240790826496,0.04402234076477784,0.001474787750992642,0.017144316275733474,0.09575981741782144,0.630562198510352,0.00033424194966561176
21,12,0,4,49,0,0.001939168725473136,0.015550075767477379,0.0017614507719608751,0.15907910792415045,3.0286045503988548e-05,0.059748511394104684,0.04868696542911814,0.713204410825453,2.3116757389883985e-08
31,8,0,6,3,0,0.00987484113243644,0.004150699657946952,0.0003601637284598731,0.26028825224180896,0.03310728483956138,0.23278978717951784,0.02858204541216537,0.43084595536731995,9.704407824033304e-07
25,12,0,2,46,0,0.0019189561713564833,0.012258010708543628,0.0025049590088927413,0.19275059646232037,0.00014635828872561438,0.06643306042051736,0.03901528761444397,0.6849727321582637,3.916693606440846e-08
